,object_number,acquisition.method,title,description,institution.name,creator,creator.role,production.place,production.period,production.date.start,production.date.end,material,material.part,technique,technique.part,dimension.notes,dimension.unit,dimension.part,dimension.precision,dimension.type,dimension.free,dimension.value,acquisition.date,acquisition.method
9372,N.01934,aanwinst,"Gedenkpenning opening eerste spoorlijn te Gent, 1837","Vz.Ongelauwerd hoofd van Leopold I naar links met langs de rand links, LEOPOLDUS PRIMUS en rechts, BELGARUM REX ; onder de afsnede van de hals, BRAEMT F. ; rondom een verhoogde boord. Kz.Links een panorama van de stad Gent met de torens en rechts een stoomlocomotief met op de zijkant de naam, CHARLES QUINT ; bovenaan zweeft een gevleugelde engel met een vlag in haar rechterhand en een pijlenbundel in haar linkerhand ; rondom bovenaan, SUMPTIBUS CIVIUM ; onderaan op de afsnede, GAND. XXVIII SEPT. / M D CCCXXXVII / BRAEMT F. (volgt de boord) ; rondom een verhoogde boord.",STAM (Gent),"Braemt, Joseph Pieter",ontwerper,Gent,19de eeuw,1837,1837,brons,,geslagen,,,mm,,,diameter,,49.7,,aanwinst
9387,N.01948,aanwinst,"Prijspenning etalagewedstrijd te Gent, 1896","Vz.Op een opkrullend veld staat het gekroonde Gentse wapenschild omgeven door een eikentak (links) en een lauriertak (rechts) die beide onderaan samengebonden zijn en met eronder, LEMAIRE en rondom een parelcirkel (kleine parels) en een tweede parelcirkel (grote parels) en een geprofileerde rand.Kz.Binnen een open krans van ineengestrengelde laurier- en eikentakken met onderaan een strik, staat in een cirkel, GAND-ATTRACTIONS / bloem / CONCOURS / D’ETALAGES / bloem / I 8 9 6 (de eerste en de laatste zin volgen de cirkel) en met onder de strik, LEMAIRE en rondom een geprofileerde rand.",STAM (Gent),"Lemaire, Victor",ontwerper,Gent,19de eeuw,1896,1896,brons,,geslagen,,,mm,,,diameter,,45.6,,aanwinst
9388,N.02060.5-5,aanwinst,"Gedenkpenning Koninklijk bezoek te Gent voor het zilveren ambtjubileum van de koning, 1856","Vz.Zicht op de Gotische vleugel van het Gentse stadhuis ; op de afsnede die bovenaan versierd is met een gotisch motief, HOTEL DE VILLE / DE GAND ; onderaan langs de boord, J. WIENER F. 1851 ; rondom een geprofileerde rand. Kz.Een gesloten krans van twee takken van gemengde eiken- en laurierbladeren, onderaan gestrikt, met in het veld, GAND / XXV / ANNIVERSAIRE / DE L’INAUGURATION / DE / LEOPOLD I / ROI DES BELGES / M D CCC L VI / XXI JUILLET en rondom een geprofileerde rand.",STAM (Gent),"Wiener, Jacques",ontwerper,Gent,19de eeuw,1856,1856,brons,,,,,mm,,,diameter,,50.6,,aanwinst
9390,N.02060.4-5,aanwinst,"Gedenkpenning Koninklijk bezoek te Gent voor het zilveren ambtjubileum van de koning, 1856","Vz.Zicht op de Gotische vleugel van het Gentse stadhuis ; op de afsnede die bovenaan versierd is met een gotisch motief, HOTEL DE VILLE / DE GAND ; onderaan langs de boord, J. WIENER F. 1851 ; rondom een geprofileerde rand. Kz.Een gesloten krans van twee takken van gemengde eiken- en laurierbladeren, onderaan gestrikt, met in het veld, GAND / XXV / ANNIVERSAIRE / DE L’INAUGURATION / DE / LEOPOLD I / ROI DES BELGES / M D CCC L VI / XXI JUILLET en rondom een geprofileerde rand.",STAM (Gent),"Wiener, Jacques",ontwerper,Gent,19de eeuw,1856,1856,brons,,,,,mm,,,diameter,,50.6,,aanwinst
9392,N.02060.3-5,aanwinst,"Gedenkpenning Koninklijk bezoek te Gent voor het zilveren ambtjubileum van de koning, 1856","Vz.Zicht op de Gotische vleugel van het Gentse stadhuis ; op de afsnede die bovenaan versierd is met een gotisch motief, HOTEL DE VILLE / DE GAND ; onderaan langs de boord, J. WIENER F. 1851 ; rondom een geprofileerde rand. Kz.Een gesloten krans van twee takken van gemengde eiken- en laurierbladeren, onderaan gestrikt, met in het veld, GAND / XXV / ANNIVERSAIRE / DE L’INAUGURATION / DE / LEOPOLD I / ROI DES BELGES / M D CCC L VI / XXI JUILLET en rondom een geprofileerde rand.",STAM (Gent),"Wiener, Jacques",ontwerper,Gent,19de eeuw,1856,1856,brons,,,,,mm,,,diameter,,50.6,,aanwinst
9394,N.01952,aanwinst,"Gedenkpenning etalagewedstrijd te Gent, 1897","Vz.Op een opkrullend veld staat het gekroonde Gentse wapenschild omgeven door een eikentak (links) en een lauriertak (rechts) die beide onderaan samengebonden zijn en met eronder, LEMAIRE en rondom een parelcirkel (kleine parels) en een tweede parelcirkel (grote parels) en een geprofileerde rand.Kz.Binnen een open krans van ineengestrengelde laurier- en eikentakken met onderaan een strik, staat in een cirkel, GAND-ATTRACTIONS / bloem / CONCOURS / D’ETALAGES / bloem / I 8 9 7 (de eerste en de laatste zin volgen de cirkel) en met onder de strik, LEMAIRE en rondom een geprofileerde rand.",STAM (Gent),"Lemaire, Victor",ontwerper,Gent,19de eeuw,1897,1897,brons,,geslagen,,,mm,,,diameter,,45.9,,aanwinst
9395,N.01953.1-2,aanwinst,"Gedenkpenning Octaaf Bruneel 25 jaar schepen van de Stad Gent, 1907","Vz.Voorstelling Gentse maagd (type Lemaire); ze zit lichtjes schuin met rechts van haar de leeuw met zijn voorpoten op haar rechterbeen; in haar rechterhand een vlag met het opschrift S.P.Q.G. ; haar linkerarm rust op een groot schild met een leeuw; ze heeft lange haren en draagt een kroon; haar gewaad met korte gepofte mouwen hangt tot over haar voeten; naast het schild op de grond staan een wereldbol, boeken en een lauwerkrans; op de achtergrond staat een afsluiting en in de verte ziet men de Gentse torens en schouwen en op de afsnede staat rechts, LEMAIRE en rondom is een geprofileerde rand. Kz.Een open krans van een eikentak (links) en een lauriertak (rechts), onderaan gestrikt, met erin binnen een cirkel, LA VILLE DE GAND / À / MONSIEUR / OCTAVE BRUNEEL / ÉCHEVIN / 25 MARS 1882 - 1907 (de eerste en de laatste regel volgen de boord van de cirkel) ; onderaan, tussen de cirkel en de krans, J. JOORIS / GAND en rondom een geprofileerde rand.",STAM (Gent),"Lemaire, Victor",ontwerper,Gent,20ste eeuw,1907,1907,brons,,,,,mm,,,diameter,,46,,aanwinst
9397,N.01953.2-2,aanwinst,"Gedenkpenning Octaaf Bruneel 25 jaar schepen van de Stad Gent, 1907","Vz.Voorstelling Gentse maagd (type Lemaire); ze zit lichtjes schuin met rechts van haar de leeuw met zijn voorpoten op haar rechterbeen; in haar rechterhand een vlag met het opschrift S.P.Q.G. ; haar linkerarm rust op een groot schild met een leeuw; ze heeft lange haren en draagt een kroon; haar gewaad met korte gepofte mouwen hangt tot over haar voeten; naast het schild op de grond staan een wereldbol, boeken en een lauwerkrans; op de achtergrond staat een afsluiting en in de verte ziet men de Gentse torens en schouwen en op de afsnede staat rechts, LEMAIRE en rondom is een geprofileerde rand. Kz.Een open krans van een eikentak (links) en een lauriertak (rechts), onderaan gestrikt, met erin binnen een cirkel, LA VILLE DE GAND / À / MONSIEUR / OCTAVE BRUNEEL / ÉCHEVIN / 25 MARS 1882 - 1907 (de eerste en de laatste regel volgen de boord van de cirkel) ; onderaan, tussen de cirkel en de krans, J. JOORIS / GAND en rondom een geprofileerde rand.
}Op 25 maart 1907 was Octaaf Bruneel dag op dag 25 jaar schepen van de Stad Gent. Naast zijn vele andere verdiensten werd hij vooral gelauwerd voor de installatie van de “beplantingsdienst” en zijn inspanningen voor het inrichten van stadsparken en groen in de stad.Tijdens de viering werd de feestklok van het Belfort geluid en ontving de gevierde een gouden medaille. De bronzen exemplaren waren bestemd voor de prominenten en genodigden.  Bibliografische referenties:A. ELOY, V. MEILLANDER, F. VAN BOST, R. VAN DE WALLE, Gentse Penningen, 1780-1980, nr. C63, p. 100.Gazette van Gent, 25 en 26 maart 1907.",STAM (Gent),"Lemaire, Victor",ontwerper,Gent,20ste eeuw,1907,1907,brons,,,,,mm,,,diameter,,46,,aanwinst
9405,N.01954.1-2,aanwinst,"Gedenkpenning Verenigde wielerkringen van Gent, 1906","Vz.Rechts staat een vrouw met lang gewaad in vooraanzicht kijkend naar links; ze houdt een palmtak in haar linkerhand en in haar vooruitgestrekte rechterhand houdt ze een tak boven een wiel en met eronder de tekst, GENT / I 5 JULI / 1906 en onder de voeten van de vrouw, J. JOORIS ; rondom staat, tussen een brede boord en de verhoogde buitenrand, bovenaan, WIELRYDERSVERENIGING VAN OOST-VLAANDEREN en onderaan, ? VEREENIGDE WIELERKRINGEN VAN GENT ?Kz.Binnen een open krans van een eikentak (links) en een lauriertak (rechts), staat binnen een cirkel, OOST-VLAANDEREN / ? / JULI / 1905 / ? TAKSVERMINDERING ? en tussen de cirkel de krans, J. JOORIS / GAND en rondom een geprofileerde rand.",STAM (Gent),"Jooris, Jules",ontwerper,Gent,20ste eeuw,1906,1906,brons,,,,,mm,,,diameter,,45.8,,aanwinst
9406,N.01954.2-2,aanwinst,"Gedenkpenning Verenigde wielerkringen van Gent, 1906","Vz.Rechts staat een vrouw met lang gewaad in vooraanzicht kijkend naar links; ze houdt een palmtak in haar linkerhand en in haar vooruitgestrekte rechterhand houdt ze een tak boven een wiel en met eronder de tekst, GENT / I 5 JULI / 1906 en onder de voeten van de vrouw, J. JOORIS ; rondom staat, tussen een brede boord en de verhoogde buitenrand, bovenaan, WIELRYDERSVERENIGING VAN OOST-VLAANDEREN en onderaan, ? VEREENIGDE WIELERKRINGEN VAN GENT ?Kz.Binnen een open krans van een eikentak (links) en een lauriertak (rechts), staat binnen een cirkel, OOST-VLAANDEREN / ? / JULI / 1905 / ? TAKSVERMINDERING ? en tussen de cirkel de krans, J. JOORIS / GAND en rondom een geprofileerde rand.",STAM (Gent),"Jooris, Jules",ontwerper,Gent,20ste eeuw,1906,1906,brons,,,,,mm,,,diameter,,45.8,,aanwinst
9408,N.01956.1-2,aanwinst,"Gedenkpenning vaandelinhuldiging mutualiteit der Spoorwegbedienden van Gent, 1905","Vz.Op een opkrullend veld staat het gekroonde Gentse wapenschild omgeven door een eikentak (links) en een lauriertak (rechts) die beide onderaan samengebonden zijn en met eronder, LEMAIRE en rondom een parelcirkel (kleine parels) en een tweede parelcirkel (grote parels) en een geprofileerde rand.Kz.Binnen een open krans van ineengestrengelde laurier- en eikentakken met onderaan een strik, staat in een cirkel, MUTUALITEIT / DER / IJZERWEGBEDIENDEN / VAN / GENT / ONDER KENSPREUK / VOOR ONS HUISGEZIN / VAANDELINHULDIGING / I7 JUNI I906 (de eerste en de laatste zin volgen de cirkel) en met onder de strik, LEMAIRE (op het tweede exemplaar is daarbovenop J.JOORIS ingeslagen) en rondom een geprofileerde rand.",STAM (Gent),"Lemaire, Victor",ontwerper,Gent,20ste eeuw,1905,1905,brons,,verguld,,,mm,,,diameter,,45.9,,aanwinst
9409,N.01956.2-2,aanwinst,"Gedenkpenning vaandelinhuldiging mutualiteit der Spoorwegbedienden van Gent, 1905","Vz.Op een opkrullend veld staat het gekroonde Gentse wapenschild omgeven door een eikentak (links) en een lauriertak (rechts) die beide onderaan samengebonden zijn en met eronder, LEMAIRE en rondom een parelcirkel (kleine parels) en een tweede parelcirkel (grote parels) en een geprofileerde rand.Kz.Binnen een open krans van ineengestrengelde laurier- en eikentakken met onderaan een strik, staat in een cirkel, MUTUALITEIT / DER / IJZERWEGBEDIENDEN / VAN / GENT / ONDER KENSPREUK / VOOR ONS HUISGEZIN / VAANDELINHULDIGING / I7 JUNI I906 (de eerste en de laatste zin volgen de cirkel) en met onder de strik, LEMAIRE (op het tweede exemplaar is daarbovenop J.JOORIS ingeslagen) en rondom een geprofileerde rand.",STAM (Gent),"Lemaire, Victor",ontwerper,Gent,20ste eeuw,1905,1905,brons,,verguld,,,mm,,,diameter,,45.9,,aanwinst
9410,N.01959,aanwinst,"Eénzijdige afslag van het draagteken van de Gentse gemeenteraad, 1906","Vz.De Gentse maagd zit naar links op een bankje met rechts van haar de leeuw naar rechts met zijn voorpoten op haar schoot ; ze houdt haar rechterarm rond zijn hals en in haar linkerhand heeft ze een charter met zegels ; op de achtergrond de Gentse torens ; op het bankje verdiept, HIPP LE ROY. / I906Kz.Effen.",STAM (Gent),"Le Roy, Hippolyte",ontwerper,Gent,20ste eeuw,1906,1906,brons,,geslagen,,,mm,,,diameter,,28.6,,aanwinst
9411,N.01958.1-3,aanwinst,"Prijspenning van de tentoonstelling van de Maatschappij ter bevordering van Nijverheid en Wetenschappen, (1906)","Vz.Centraal staat een gekroonde fakkel met rechts ervan staande achter een boek het borstbeeld van een vrouw, omgeven door stralen, en links een bijenkorf en een tandwiel ; rondom op een verhoogde boord, links, KONINKLIJKE en rechts, MAATSCHAPPIJ ; op de verhoogde afsnede, TER BEVORDERING VAN / NIJVERHEID EN / WETENSCHAPPEN / GENT ; rechts onderaan langs de rand, INV. A. BOEKAERT Kz.Links van onder naar boven een lauriertak omwonden met een banderol met de leuze, HOU / EN / DE / TROU en met erbovenop het Gentse wapenschild en met onderaan langs de rand, JULES JOORIS / REDUCTEUR GAND",STAM (Gent),"Boekaert, A.",ontwerper,Gent,,1906,1906,messing,,,,,mm,,,diameter,,51.2,,aanwinst
9412,N.01958.2-3,aanwinst,"Prijspenning van de tentoonstelling van de Maatschappij ter bevordering van Nijverheid en Wetenschappen, (1906)","Vz.Centraal staat een gekroonde fakkel met rechts ervan staande achter een boek het borstbeeld van een vrouw, omgeven door stralen, en links een bijenkorf en een tandwiel ; rondom op een verhoogde boord, links, KONINKLIJKE en rechts, MAATSCHAPPIJ ; op de verhoogde afsnede, TER BEVORDERING VAN / NIJVERHEID EN / WETENSCHAPPEN / GENT ; rechts onderaan langs de rand, INV. A. BOEKAERT Kz.Links van onder naar boven een lauriertak omwonden met een banderol met de leuze, HOU / EN / DE / TROU en met erbovenop het Gentse wapenschild en met onderaan langs de rand, JULES JOORIS / REDUCTEUR GAND",STAM (Gent),"Boekaert, A.",ontwerper,Gent,,1906,1906,tombak,,,,,mm,,,diameter,,51.2,,aanwinst
9413,N.01958.3-3,aanwinst,"Prijspenning van de tentoonstelling van de Maatschappij ter bevordering van Nijverheid en Wetenschappen, (1906)","Vz.Centraal staat een gekroonde fakkel met rechts ervan staande achter een boek het borstbeeld van een vrouw, omgeven door stralen, en links een bijenkorf en een tandwiel ; rondom op een verhoogde boord, links, KONINKLIJKE en rechts, MAATSCHAPPIJ ; op de verhoogde afsnede, TER BEVORDERING VAN / NIJVERHEID EN / WETENSCHAPPEN / GENT ; rechts onderaan langs de rand, INV. A. BOEKAERT Kz.Links van onder naar boven een lauriertak omwonden met een banderol met de leuze, HOU / EN / DE / TROU en met erbovenop het Gentse wapenschild en met onderaan langs de rand, JULES JOORIS / REDUCTEUR GAND",STAM (Gent),"Boekaert, A.",ontwerper,Gent,,1906,1906,tombak,,,,,mm,,,diameter,,51.2,,aanwinst
9414,N.01963,aanwinst,"Erepenning Octaaf Bruneel 25 jaar schepen van de Stad Gent, 1907","}Op 25 maart 1907 was Octaaf Bruneel dag op dag 25 jaar schepen van de Stad Gent. Naast zijn vele andere verdiensten werd hij vooral gelauwerd voor de installatie van de “beplantingsdienst” en zijn inspanningen voor het inrichten van stadsparken en groen in de stad.Tijdens de viering werd de feestklok van het Belfort geluid en ontving de gevierde een gouden medaille. De geslagen bronzen exemplaren waren bestemd voor de prominenten en genodigden (zie N.1953). Dit stuk is ingegraveerd op de keerzijde. Het gebruik ervan is niet duidelijk aangezien de gevierde, volgens de Gazette van Gent, een “gouden exemplaar” zou ontvangen hebben. De patina is wel iets lichter dan de geslagen exemplaren en mogelijks zag de penning er in nieuwe toestand voor toeschouwers uit als goud. Bibliografische referenties:A. ELOY, V. MEILLANDER, F. VAN BOST, R. VAN DE WALLE, Gentse Penningen, 1780-1980, nr. C63, p. 100.Gazette van Gent, 25 en 26 maart 1907.",STAM (Gent),"Lemaire, Victor",ontwerper,Gent,20ste eeuw,1907,1907,brons,,geslagen,,,mm,,,diameter,,45.5,,aanwinst
9418,N.01970,aanwinst,"Erepenning aan kapitein Lumley voor 25 jaar vaart tussen Gent en Londen, 1899","Vz.De Gentse maagd, met lang haar, een muurkroon en een lang kleed met korte pofmouwen, zit in driekwart vooraanzicht naar links op een grasveld ; in haar geheven rechterhand houdt ze een speer waaraan een lange omkrullende wimpel met het opschrift S.P.Q.G. is bevestigd ; haar linkerarm rust op een groot schild met het wapen van Gent ; links van haar leunt een leeuw met zijn voorpoten en kop op haar rechterdij ; rechts van het schild bevinden zich een wereldbol, boeken, een inktpot en een lauwerkrans ; op de achtergrond staat een afsluiting van verticale puntige planken, waarboven rechts twee rokende fabrieksschouwen en de torens van de Sint Baafskathedraal en van het Belfort uitsteken ; rechts, onder de afsnede van het grasveld, LEMAIRE ; rondom, een geprofileerde boord. Kz.Een naar links klimmend leeuwtje met erboven, langs de boord, PORT DE GAND ; eronder, LA VILLE DE GAND / AU CAPITAINE LUMLEY JUBILAIRE / DE 25 ANNÉES ININTERROMPUES DE SERVICE / RÉGULIER HEBDOMADAIRE DE NAVIGATION / ENTRE GAND ET LONDRES / S. S. SEA GULL / ARMATEURS : LEACH AND Co. LONDRES / COURTIERS : / LOUIS DE BRABANT GAND / D. WILLEMS • G. REYNIERS / L. MINNE / II DÉCEMBRE I899 (de laatste regel volgt de rand) ; rondom, een geprofileerde boord.",STAM (Gent),"Lemaire, Victor",ontwerper,Gent,19de eeuw,1899,1899,brons,,geslagen,,,mm,,,diameter,,50.5,,aanwinst
9429,N.01981.1-5,aanwinst,"Gedenkpenning onthulling monument Charles De Kerchove, 1898","Vz.Voorstelling Gentse maagd (type Lemaire); ze zit lichtjes schuin met rechts van haar de leeuw met zijn voorpoten op haar rechterbeen; in haar rechterhand een vlag met het opschrift S.P.Q.G. ; haar linkerarm rust op een groot schild met een leeuw; ze heeft lange haren en draagt een kroon; haar gewaad met korte gepofte mouwen hangt tot over haar voeten; naast het schild op de grond staan een wereldbol, boeken en een lauwerkrans; op de achtergrond staat een afsluiting en in de verte ziet men de Gentse torens en schouwen ; rechts op de afsnede, LEMAIRE ; rondom een verhoogde boord.Kz.Rondom bovenaan, STAD GENT * * * ; rondom onderaan, 24 JULI 1898 * * * ; in het veld omgeven door een cirkelvormig boordje, ---°--- / ONTHULLING / VAN HET GEDENKTEEKEN / OPGERICHT TER VEREERING / VAN DEN HEER GRAAF / KAREL DE KERCHOVE DE DENTERGHEM / BURGEMEESTER DER STAD GENT / VAN I857 TOT I881 / ---°---",STAM (Gent),"Lemaire, Victor",ontwerper,Gent,19de eeuw,1898,1898,brons,,verguld,,,mm,,,diameter,,51,,aanwinst
